Personagem,Fala
Team_Fortress_2_Barik_voice_lines," ""Timber!"""
Team_Fortress_2_Barik_voice_lines," ""The wonders of civil engineering."""
Team_Fortress_2_Barik_voice_lines," ""Little help on the point?"""
Team_Fortress_2_Barik_voice_lines," ""Get over here, hold the point!"""
Team_Fortress_2_Barik_voice_lines," ""An engineering breakthrough!"""
Team_Fortress_2_Barik_voice_lines," ""Well, ain't that something?"""
Team_Fortress_2_Barik_voice_lines," ""This here's my gun."""
Team_Fortress_2_Barik_voice_lines," ""By gunfire, be purged."""
Team_Fortress_2_Barik_voice_lines," ""Y'all come check this out!"""
Team_Fortress_2_Barik_voice_lines," ""That'll do just fine."""
Team_Fortress_2_Barik_voice_lines,"  ""Come on, we got stuff to do."""
Team_Fortress_2_Barik_voice_lines,"  ""What are you looking at, anyway?"""
Team_Fortress_2_Barik_voice_lines," ""I'll take that, if you don't mind!"""
Team_Fortress_2_Barik_voice_lines," ""For me? You shouldn't have..."""
Team_Fortress_2_Barik_voice_lines," ""Behind us, y'all!"""
Team_Fortress_2_Barik_voice_lines," ""Check your backs!"""
Team_Fortress_2_Barik_voice_lines," ""Enemies on the Payload!"""
Team_Fortress_2_Barik_voice_lines," ""Clear out that Payload!"""
Team_Fortress_2_Barik_voice_lines," ""They're pushing the Payload"""
Team_Fortress_2_Barik_voice_lines," ""That Payload's gone too far!"""
Team_Fortress_2_Barik_voice_lines," ""Enemies on our Flanks!"""
Team_Fortress_2_Barik_voice_lines," ""Check your Flanks!"""
Team_Fortress_2_Barik_voice_lines," ""Get your heads down!"""
Team_Fortress_2_Barik_voice_lines," ""Take cover, sniper!"""
Team_Fortress_2_Barik_voice_lines," ""Enemy Ultimate incoming!"""
Team_Fortress_2_Barik_voice_lines," ""Enemy Ult on the way!"""
Team_Fortress_2_Barik_voice_lines," ""They're Ulting!"""
Team_Fortress_2_Barik_voice_lines," ""Careful of that Ult!"""
Team_Fortress_2_Barik_voice_lines," ""Get on the Payload!"""
Team_Fortress_2_Barik_voice_lines," ""Let's defend this Payload!"""
Team_Fortress_2_Barik_voice_lines," ""Push that Payload forward!"""
Team_Fortress_2_Barik_voice_lines," ""Get that Payload moving!"""
Team_Fortress_2_Barik_voice_lines," ""Out of Mana!"""
Terminus_voice_lines,"  ""Terminus!"""
Terminus_voice_lines,"  ""Grab your sword or your loved ones, you will fall all the same!"""
Terminus_voice_lines,"  ""The Magistrate commands – I eradicate!"""
Terminus_voice_lines,"  ""Find me the enemy!"""
Terminus_voice_lines,"  ""Forward! Into chaos!"""
Terminus_voice_lines,"  ""Destroy!"""
Terminus_voice_lines,"  ""EyAHHH!"""
Terminus_voice_lines,"  ""More power!"""
Terminus_voice_lines,"  ""Feed the beast!"""
Terminus_voice_lines,"  ""Terminus smash!"""
Terminus_voice_lines,"  ""RAWWR"""
Terminus_voice_lines,"  ""Once more I rise!"" (enemy/self)"
Terminus_voice_lines,"  ""Please... Let me die... No! No!!!"" (friendly)"
Terminus_voice_lines,"  ""Powerful!"""
Terminus_voice_lines,"  ""I am the weapon!"""
Terminus_voice_lines,"  ""As you command, master!"""
Terminus_voice_lines,"  ""No."""
Terminus_voice_lines,"  ""Not yet."""
Terminus_voice_lines,"  ""grunt"""
Terminus_voice_lines,"  ""I'll tear you limb from limb!"""
Terminus_voice_lines,"  ""urg..."""
Terminus_voice_lines,"  ""grunt"""
Terminus_voice_lines,"  ""Your fire is weak!"""
Terminus_voice_lines,"  ""It's... almost... over..."""
Terminus_voice_lines,"  ""I'm not finished yet!"""
Terminus_voice_lines,"  ""Ha, you sustain my rage!"""
Terminus_voice_lines,"  ""My wounds heal!"""
Terminus_voice_lines,"  ""I am free."""
Terminus_voice_lines,"  ""Thank you."""
Terminus_voice_lines,"  ""Not again, aaah!"" (Ash)"
Terminus_voice_lines,"  ""I deserve this."" (Inara)"
Terminus_voice_lines,"  ""Obliterate!"""
Terminus_voice_lines,"  ""More enemies must fall!"""
Terminus_voice_lines,"  ""We are a rockslide!"""
Terminus_voice_lines,"  ""Even death wont save you from me!"""
Terminus_voice_lines,"  ""Kill! Maim! Burn!"""
Terminus_voice_lines,"  ""Tear it all down!"""
Terminus_voice_lines,"  ""Now YOU will break!"" (Ash)"
Terminus_voice_lines,"  ""Ha-ha-ha, how does it feel?"" (Ash)"
Terminus_voice_lines,"  ""Your armor is frail!"" (Fernando)"
Terminus_voice_lines,"  ""What have I done?!"" (Inara)"
Terminus_voice_lines,"  ""No I - I am a monster!"" (Inara)"
Terminus_voice_lines,"  ""I challenged you and won!"" (Makoa)"
Terminus_voice_lines,"  ""You are no god!"" (Makoa)"
Terminus_voice_lines,"  ""Now your fate is as cruel as mine!"" (Seris)"
Terminus_voice_lines,"  ""You can't run!"""
Terminus_voice_lines,"  ""Your flesh is weak!"""
Terminus_voice_lines,"  ""Crush!"""
Terminus_voice_lines,"  ""Go! They are losing ground!"""
Terminus_voice_lines,"  ""Show them no mercy!"""
Terminus_voice_lines,"  ""I'll take your point and your life!"""
Terminus_voice_lines,"  ""You all will fall!"""
Terminus_voice_lines,"  ""The weak have been culled!"""
Terminus_voice_lines,"  ""This destruction was not enough!"""
Terminus_voice_lines,"  ""You never truly defeat me!"""
Terminus_voice_lines,"  ""Ohh, did I not slay enough enemies!?"""
Terminus_voice_lines,"  ""I'll crush you into dust!"""
Terminus_voice_lines,"  ""You are a pebble against a mountain!"""
Terminus_voice_lines,"  ""All is made, all can be unmade!"""
Terminus_voice_lines,"  ""Pain is weakness leaving your body. Also, your limbs leaving your body."""
Terminus_voice_lines,"  ""The only thing funny is your attempt to survive."""
Terminus_voice_lines,"  ""People are like trees – you cut them down with an axe!"""
Terminus_voice_lines,"  ""Hah-hah-hah-ha!"""
Terminus_voice_lines,"  ""Ha-Ha-Ha-HAH!"""
Terminus_voice_lines,"  ""hah-hah-hah-hah-ha..."""
Terminus_voice_lines,"  ""*Roars*"""
Terminus_voice_lines,"  ""Stay out of my way, War Machine."" (Ash)"
Terminus_voice_lines,"  ""Inara... You... You are like me!"" (Inara)"
Terminus_voice_lines,"  ""You die here!"""
Terminus_voice_lines,"  ""Step forward and be broken!"""
Terminus_voice_lines,"  ""Yes! More!"""
Terminus_voice_lines,"  ""Strength!"""
Terminus_voice_lines,"  ""*Growls*"""
Terminus_voice_lines,"  ""*Growls*"""
Terminus_voice_lines,"  ""Add it to the pile!"""
Terminus_voice_lines,"  ""What is this?"""
Terminus_voice_lines,"  ""What is the command?"""
Terminus_voice_lines,"  ""Who shall I destroy?"""
Terminus_voice_lines,"  ""My fight is eternal!"""
Terminus_voice_lines,"  ""I... never die."""
Terminus_voice_lines,"  ""There are credits to spend!"""
Terminus_voice_lines,"  ""You slay well!"""
Terminus_voice_lines,"  ""Yes, kill them all!"""
Terminus_voice_lines,"  ""Stone and blood!"""
Terminus_voice_lines,"  ""I bring fury and leave ruin!"""
Terminus_voice_lines,"  ""I feel nothing. I know only annihilation!"""
Terminus_voice_lines,"  ""Another tool. Another weapon."""
Terminus_voice_lines,"  ""Mmm, this will slay many!"""
Terminus_voice_lines,"  ""They're behind!"""
Terminus_voice_lines,"  ""Look behind you!"""
Terminus_voice_lines,"  ""The enemy pushes!"""
Terminus_voice_lines,"  ""Their payload moves!"""
Terminus_voice_lines,"  ""They fly above!"""
Terminus_voice_lines,"  ""Come down and face me!"""
Terminus_voice_lines,"  ""Sniper!"""
Terminus_voice_lines,"  ""Kill the sniper!"""
Terminus_voice_lines,"  ""Turret spotted!"""
Terminus_voice_lines,"  ""They are ulting!"""
Terminus_voice_lines,"  ""Ultimate incoming!"""
Terminus_voice_lines,"  ""To me, allies!"""
Terminus_voice_lines,"  ""Come! The battle is here!"""
Terminus_voice_lines,"  ""Mend my body!"""
Terminus_voice_lines,"  ""Fix me!"""
Terminus_voice_lines,"  ""Where is the objective?"""
Terminus_voice_lines,"  ""I need to control the objective!"""
Terminus_voice_lines,"  ""Drive this payload down their throat!"""
Terminus_voice_lines,"  ""Forward! Never stop!"""
Terminus_voice_lines,"  ""Our payload is stalled!"""
Terminus_voice_lines,"  ""The payload needs to go forward!"""
Terminus_voice_lines,"  ""The time is now!"""
Terminus_voice_lines,"  ""Overtime is upon us!"""
Terminus_voice_lines,"  ""I must wait for allies!"""
Torvald_voice_lines,"  ""Torvald."""
Torvald_voice_lines,"  ""Overloadin' spacial regulators... elevating runic petabits... this should do!"""
Torvald_voice_lines,"  ""So much knowledge hidden here, waiting to be discovered!"""
Torvald_voice_lines,"  ""With haste! There is much to learn!"""
Torvald_voice_lines,"  ""I am renewed!"""
Torvald_voice_lines,"  ""Where we're going, we don't need horses."""
Torvald_voice_lines,"  ""Organic transportation? How trivial."""
Torvald_voice_lines,"  ""Chargin' up!"""
Torvald_voice_lines,"  ""Oohhh, oohh, ooohhh!"""
Torvald_voice_lines,"  ""I've got ya!"""
Torvald_voice_lines,"  ""Encapsulation complete!"""
Torvald_voice_lines,"  ""I warned ya!"""
Torvald_voice_lines,"  ""Malfunction! Malfunction!"""
Torvald_voice_lines,"  ""It's working, it's working!"" (enemy/self)"
Torvald_voice_lines,"  ""Power overwhelming!"" (ally)"
Torvald_voice_lines,"  ""I'll add this to my collections."""
Torvald_voice_lines,"  ""Quick! Commit to memory."""
Torvald_voice_lines,"  ""Aaah, where'd you find this?"""
Torvald_voice_lines,"  ""Not yet!"""
Torvald_voice_lines,"  ""That's not ready yet!"""
Torvald_voice_lines,"  ""Me shield won't hold forever!"""
Torvald_voice_lines,"  ""Enemies are firin' on me!"""
Torvald_voice_lines,"  ""Oh dear... I am in flames!"""
Torvald_voice_lines,"  ""Aaaah! Me head!"""
Torvald_voice_lines,"  ""So cold..."""
Torvald_voice_lines,"  ""Damn this fleshy vessel!"""
Torvald_voice_lines,"  ""I feel... weak."""
Torvald_voice_lines,"  ""Aaah, thank ye."""
Torvald_voice_lines,"  ""Thank you healer!"""
Torvald_voice_lines,"  ""All we are is energy..."""
Torvald_voice_lines,"  ""I have so much left to learn..."""
Torvald_voice_lines,    Play    Play    Play    Play    Play    Play    Play   
Torvald_voice_lines,"  ""Whoooooooaaah!"""
Torvald_voice_lines,"  ""Uoooahahah ooaaaaaaah!"""
Torvald_voice_lines,"  ""At full speed!"""
Torvald_voice_lines,"  ""Two minds are greater than one."""
Torvald_voice_lines,"  ""See what happens when we put our heads together?"""
Torvald_voice_lines,"  ""A scribe's honor!"""
Torvald_voice_lines,"  ""No more!"""
Torvald_voice_lines,"  ""I've hit what you may call a 'hot streak'!"""
Torvald_voice_lines,"  ""You're not so bright, are ya?"" (Buck)"
Torvald_voice_lines,"  ""All the brawn... but no brains."" (Buck)"
Torvald_voice_lines,"  ""I was certainly ready, as you keep shouting it!"" (Sha Lin)"
Torvald_voice_lines,"  ""You can't fool an intelligent mind, son."" (Sha Lin)"
Torvald_voice_lines,"  ""I'm the hero!"""
Torvald_voice_lines,"  ""Hehehehe!"""
Torvald_voice_lines,"  ""I'm here for ya!"""
Torvald_voice_lines,"  ""Torvald's here!"""
Torvald_voice_lines,"  ""Torvald is victorious!"""
Torvald_voice_lines,"  ""Another victory for science!"""
Torvald_voice_lines,"  ""They're capturing the point!"""
Torvald_voice_lines,"  ""Enemies capturing the point!"""
Torvald_voice_lines,"  ""Well, a strong showing that was!"""
Torvald_voice_lines,"  ""The right mind in the wrong place!"""
Torvald_voice_lines,"  ""I must have miscalculated..."""
Torvald_voice_lines,"  ""I lost, but I learned something!"""
Torvald_voice_lines,"  ""Quick, grab my good hand!"""
Torvald_voice_lines,"  ""'Ey, let's fist bump real quick. What could go wrong?"""
Torvald_voice_lines,"  ""The sight of ya make me wants to destroy my glasses forever."""
Torvald_voice_lines,"  ""What do you call a scroll that's about the brain? A mind reader! Ha!"""
Torvald_voice_lines,"  ""I got hit by a falling book once. I only have me shelf to blame. Hahahaha!"""
Torvald_voice_lines,"  ""Sticks and stones may break me bones, but giant runic gauntlets will kill ya!"""
Torvald_voice_lines,"  ""Hehehehahahahoo!"""
Torvald_voice_lines,"  ""Hohohohohohoho!"""
Torvald_voice_lines,"  ""Eehehehehehahaha! Ehahahahahaha!"""
Torvald_voice_lines,"  ""Let's experiment."""
Torvald_voice_lines,"  ""Break it and we can rebuild!"""
Torvald_voice_lines,"  ""Aahhh..."""
Torvald_voice_lines,"  ""Collect the pieces."""
Torvald_voice_lines,"  ""Forcing me to destroy history? Grrrgh..."""
Torvald_voice_lines,"  ""Come, stand with me!"""
Torvald_voice_lines,"  ""Help me capture the point!"""
Torvald_voice_lines,"  ""Huzzah!"""
Torvald_voice_lines,"  ""Gadzooks!"""
Torvald_voice_lines,"  ""Hold still!"""
Torvald_voice_lines,"  *humming* ""Babum-buaaayyy, yum-bumbum-bumborrr!"""
Torvald_voice_lines,"  ""I am a genius!"""
Torvald_voice_lines,"  ""I knew this would work!"""
Torvald_voice_lines,"  ""The right man in the wrong place can make all the difference... wait, where am I again?"""
Torvald_voice_lines,"  ""Son, you need to make a decision and act. Time is of the essence."""
Torvald_voice_lines,"  ""So many credits, what should I buy?"""
Torvald_voice_lines,"  ""Fantastic!"""
Torvald_voice_lines,"  ""You are magnificent!"""
Torvald_voice_lines,"  ""Magnificent!"""
Torvald_voice_lines,"  ""I have learned so much!"""
Torvald_voice_lines,"  ""Talk to the hand! Hehe."""
Torvald_voice_lines,"  ""How did we end up here?"""
Torvald_voice_lines,"  ""My calculations must have been off..."""
Torvald_voice_lines,"  ""A wise choice, child!"""
Torvald_voice_lines,"  ""Class is in session, child!"""
Torvald_voice_lines,"  ""Where we're going, we don't need cards! Actually, uh, hold onto this one."""
Torvald_voice_lines,"  ""Behind us!"""
Torvald_voice_lines,"  ""Watch out behind!"""
Torvald_voice_lines,"  ""We must stop the enemy Payload!"""
Torvald_voice_lines,"  ""Stop the enemy Payload!"""
Torvald_voice_lines,"  ""They're flanking us!"""
Torvald_voice_lines,"  ""Watch the flank!"""
Torvald_voice_lines,"  ""Up above!"""
Torvald_voice_lines,"  ""Enemies above us!"""
Torvald_voice_lines,"  ""Sniper!"""
Torvald_voice_lines,"  ""There's a sniper!"""
Torvald_voice_lines,"  ""Turret spotted!"""
Torvald_voice_lines,"  ""Enemy Ultimate incoming!"""
Torvald_voice_lines,"  ""Incoming! Enemy Ultimate!"""
Torvald_voice_lines,"  ""I must defend the objective."""
Torvald_voice_lines,"  ""The objective needs my protection."""
Torvald_voice_lines,"  ""Come together!"""
Torvald_voice_lines,"  ""Group up already!"""
Torvald_voice_lines,"  ""I need healing!"""
Torvald_voice_lines,"  ""I'm low... I could use a heal!"""
Torvald_voice_lines,"  ""The Payload's moving!"""
Torvald_voice_lines,"  ""Stand with the Payload!"""
Torvald_voice_lines,"  ""Get your butts on the Payload!"""
Torvald_voice_lines,"  ""The Payload's not moving!"""
Torvald_voice_lines,"  ""Time's runnin' out."""
Torvald_voice_lines,"  ""We must hurry!"""
Torvald_voice_lines,"  ""I should hold back and wait for my team."""
Torvald_voice_lines,"  ""Attack the Siege Engine!"""
Torvald_voice_lines,"  ""Defend the Siege Engine!"""
Torvald_voice_lines,"  ""Out of Mana!"""
Town_Crier_Announcer_pack,"6 Kills

6.1 First Blood
6.2 Double Kill
6.3 Triple Kill
6.4 Quadra Kill
6.5 Penta Kill
6.6 Hexa Kill
6.7 Player Streak
6.8 Enemy Streak

"
Town_Crier_Announcer_pack,6.7 Player Streak
Town_Crier_Announcer_pack,"  ""9."""
Town_Crier_Announcer_pack,"  ""8."""
Town_Crier_Announcer_pack,"  ""7."""
Town_Crier_Announcer_pack,"  ""6."""
Town_Crier_Announcer_pack,"  ""5."""
Town_Crier_Announcer_pack,"  ""4."""
Town_Crier_Announcer_pack,"  ""3."""
Town_Crier_Announcer_pack,"  ""2."""
Town_Crier_Announcer_pack,"  ""1."""
Town_Crier_Announcer_pack,"  ""30 seconds remaining."""
Town_Crier_Announcer_pack,"  ""15 seconds remaining."""
Town_Crier_Announcer_pack,"  ""5 seconds remaining."" (Unused)"
Town_Crier_Announcer_pack,"   ""Prepare for battle."""
Town_Crier_Announcer_pack,"  ""The battle is about to begin."""
Town_Crier_Announcer_pack,"  ""The battle has began."""
Town_Crier_Announcer_pack,"  ""And so it begins."""
Town_Crier_Announcer_pack,"  ""Let the battle begin."""
Town_Crier_Announcer_pack,"  ""Match starting in 60 seconds."""
Town_Crier_Announcer_pack,"  ""Match starting in 30 seconds."""
Town_Crier_Announcer_pack,"  ""Match starting in 15 seconds."""
Town_Crier_Announcer_pack,"  ""Match starting in 5 seconds."""
Town_Crier_Announcer_pack,"  ""Match has began."""
Town_Crier_Announcer_pack,"  ""Objective captured."""
Town_Crier_Announcer_pack,"  ""Enemy captured the objective."""
Town_Crier_Announcer_pack,"  ""Capture point spawning in 60 seconds."""
Town_Crier_Announcer_pack,"  ""Capture point spawning in 30 seconds."""
Town_Crier_Announcer_pack,"  ""Capture point spawning in 15 seconds."""
Town_Crier_Announcer_pack,"  ""Capture point spawning has spawned."""
Town_Crier_Announcer_pack,"  ""Attack!"""
Town_Crier_Announcer_pack,"  ""Push the payload"""
Town_Crier_Announcer_pack,"  ""Escort the payload"""
Town_Crier_Announcer_pack,"  ""Defend."""
Town_Crier_Announcer_pack,"  ""Defend the payload!"""
Town_Crier_Announcer_pack,"  ""Stop the payload"""
Town_Crier_Announcer_pack,"  ""Your siege engine has arrived."""
Town_Crier_Announcer_pack,"  ""Your siege engine has been destroyed."""
Town_Crier_Announcer_pack,"  ""The enemy siege engine has arrived."""
Town_Crier_Announcer_pack,"  ""The enemy siege engine has been destroyed."""
Town_Crier_Announcer_pack,"  ""An ally has been slain."""
Town_Crier_Announcer_pack,"  ""Ally slain."""
Town_Crier_Announcer_pack,"  ""An enemy has been slain."""
Town_Crier_Announcer_pack,"  ""Enemy slain."""
Town_Crier_Announcer_pack,"  ""You have slain an enemy."""
Town_Crier_Announcer_pack,"  ""You have been slain."""
Town_Crier_Announcer_pack,"  ""Overtime."""
Town_Crier_Announcer_pack,"  ""Payload has spawned."" (Unused)"
Town_Crier_Announcer_pack,"  ""Checkpoint reached."" (Unused)"
Town_Crier_Announcer_pack,"  ""The enemy has reached the checkpoint."" (Unused)"
Town_Crier_Announcer_pack,"  ""The enemy payload has spawned."" (Unused)"
Town_Crier_Announcer_pack,"  ""Payload defend successful.""(Unused)"
Town_Crier_Announcer_pack,"  ""Defend successful."" (Unused)"
Town_Crier_Announcer_pack,"  ""Enemy payload push successful."" (Unused)"
Town_Crier_Announcer_pack,"  ""Defense failed."" (Unused)"
Town_Crier_Announcer_pack,"  ""Payload defense failed."" (Unused)"
Town_Crier_Announcer_pack,"  ""Payload push failed."" (Unused)"
Town_Crier_Announcer_pack,"  ""Payload push successful."" (Unused)"
Town_Crier_Announcer_pack,"  ""Your base is under attack"""
Town_Crier_Announcer_pack,"  ""The enemy is attacking your base."""
Town_Crier_Announcer_pack,"  ""Your gate is under attack."""
Town_Crier_Announcer_pack,"  ""Your first gate is under attack."""
Town_Crier_Announcer_pack,"  ""Your second gate is under attack."""
Town_Crier_Announcer_pack,"  ""Your vault is under attack."""
Town_Crier_Announcer_pack,"  ""Your vault is nearly destroyed."""
Town_Crier_Announcer_pack,"  ""Defeat."" (Defeat)"
Town_Crier_Announcer_pack,"  ""Victory."" (Victory)"
Town_Crier_Announcer_pack,"  ""Round lost."""
Town_Crier_Announcer_pack,"  ""Round won."""
Town_Crier_Announcer_pack,"  ""Gate destroyed."""
Town_Crier_Announcer_pack,"  ""The enemy has destroyed the gate."""
Town_Crier_Announcer_pack,"  ""Your team has destroyed an enemy gate."""
Town_Crier_Announcer_pack,"  ""Customize your champion."""
Town_Crier_Announcer_pack,"  ""Choose your Champion."""
Town_Crier_Announcer_pack,"  ""Select a Champion."""
Town_Crier_Announcer_pack,"  ""Your turn to ban."""
Town_Crier_Announcer_pack,"  ""Your turn to pick."""
Town_Crier_Announcer_pack,"  ""Your team's turn to ban."""
Town_Crier_Announcer_pack,"  ""Your team's turn to pick."""
Town_Crier_Announcer_pack,"  ""Enemy's turn to ban."""
Town_Crier_Announcer_pack,"  ""Enemy's turn to pick."""
Town_Crier_Announcer_pack,"  ""You have successfully defended the enemy's payload push."""
Town_Crier_Announcer_pack,"  ""You have successfully defended the payload."""
Town_Crier_Announcer_pack,"  ""You have successfully defended."""
Town_Crier_Announcer_pack,"  ""Your payload push was successful."""
Town_Crier_Announcer_pack,"  ""Epicenter spawning in 60 seconds."""
Town_Crier_Announcer_pack,"  ""Epicenter spawning in 30 seconds."""
Town_Crier_Announcer_pack,"  ""Epicenter spawning in 15 seconds."""
Town_Crier_Announcer_pack,"  ""Epicenter spawning in 5 seconds."""
Town_Crier_Announcer_pack,"  ""Epicenter has spawned."""
Town_Crier_Announcer_pack,"  ""The fog sets in."""
Town_Crier_Announcer_pack," ""First Blood"""
Town_Crier_Announcer_pack," ""An enemy has drawn first blood"""
Town_Crier_Announcer_pack," ""Double Kill"""
Town_Crier_Announcer_pack," ""Enemy double kill"""
Town_Crier_Announcer_pack," ""Triple Kill"""
Town_Crier_Announcer_pack," ""Enemy Triple kill"""
Town_Crier_Announcer_pack," ""Quadra Kill"""
Town_Crier_Announcer_pack," ""Enemy Quadra kill"""
Town_Crier_Announcer_pack," ""Penta Kill"""
Town_Crier_Announcer_pack," ""Enemy penta kill"""
Town_Crier_Announcer_pack," ""Hexa Kill"""
Town_Crier_Announcer_pack," ""Enemy hexa kill"""
Town_Crier_Announcer_pack,"  ""Killing Spree."""
Town_Crier_Announcer_pack,"  ""Rampage."""
Town_Crier_Announcer_pack,"  ""That's 5 in a row."""
Town_Crier_Announcer_pack,"  ""Unstoppable."""
Town_Crier_Announcer_pack,"  ""That's 7 in a row."""
Town_Crier_Announcer_pack,"  ""Savage."""
Town_Crier_Announcer_pack,"  ""That's 9 in a row."""
Town_Crier_Announcer_pack,"  ""Immortal."""
Town_Crier_Announcer_pack,"  ""Godlike."""
Town_Crier_Announcer_pack,"  ""That's 13 in a row."""
Town_Crier_Announcer_pack,"  ""Annihilation"""
Town_Crier_Announcer_pack,"  ""That's 15 in a row"""
Town_Crier_Announcer_pack,"  ""Shut down!"" (Unused)"
Town_Crier_Announcer_pack,"  ""Your killing spree has ended."" (Unused)"
Town_Crier_Announcer_pack,"  ""Your reign of terror has come to an end."" (Unused)"
Town_Crier_Announcer_pack,"  ""Enemy killing spree."""
Town_Crier_Announcer_pack,"  ""Enemy rampage."""
Town_Crier_Announcer_pack,"  ""An enemy is unstoppable."""
Town_Crier_Announcer_pack,"  ""An enemy is savage."""
Town_Crier_Announcer_pack,"  ""An enemy is immortal."""
Town_Crier_Announcer_pack,"  ""An enemy is godlike."""
Town_Crier_Announcer_pack,"  ""An enemy is annihilating."""
Town_Crier_Announcer_pack,"  ""Combo."""
Town_Crier_Announcer_pack,"  ""Crit."""
Town_Crier_Announcer_pack,"  ""Critical."""
Town_Crier_Announcer_pack,"  ""Critical hit."""
Town_Crier_Announcer_pack,"  ""Common."""
Town_Crier_Announcer_pack,"  ""Rare."""
Town_Crier_Announcer_pack,"  ""Epic."""
Town_Crier_Announcer_pack,"  ""Legendary!"""
Town_Crier_Announcer_pack,"  ""Oh...""(Unused)"
Town_Crier_Announcer_pack,"  ""Attack Defend."""
Town_Crier_Announcer_pack,"  ""Capture and payload."""
Town_Crier_Announcer_pack,"  ""Capture the flag."""
Town_Crier_Announcer_pack,"  ""Crusade."""
Town_Crier_Announcer_pack,"  ""Custom game!"""
Town_Crier_Announcer_pack,"  ""Deathmatch!"""
Town_Crier_Announcer_pack,"  ""Payload."""
Town_Crier_Announcer_pack,"  ""Siege."""
Town_Crier_Announcer_pack,"  ""Survival."""
Town_Crier_Announcer_pack,"  ""Team Deathmatch!"""
Town_Crier_Announcer_pack,"  ""Welcome to Paladins."""
Town_Crier_Announcer_pack,"  ""Paladins."""
Town_Crier_Announcer_pack,"  ""Game pausing in."""
Town_Crier_Announcer_pack,"  ""Game paused."""
Town_Crier_Announcer_pack,"  ""Game resuming in."""
Town_Crier_Announcer_pack,"  ""Game resumed."""
Town_Crier_Announcer_pack,"  ""Build your loadout."""
Town_Crier_Announcer_pack,"  ""Loadout building."""
Town_Crier_Announcer_pack,"  ""A vote has begun."""
Town_Crier_Announcer_pack,"  ""A vote has completed."""
Town_Crier_Announcer_pack,"  ""A vote has been called."""
Town_Crier_Announcer_pack,"  ""Time to vote!"""
Trick_or_Treat_Talus_voice_lines,"  ""Talus."""
Trick_or_Treat_Talus_voice_lines,"  ""Where the bad guys at? I gotta go trick or treating soon! Oh, and don't tell anyone, but I am gonna go egg old man Zhin's house tonight. Hmhhmhmhmh."""
Trick_or_Treat_Talus_voice_lines,"  ""Alright, I got my Realm pops, Magistrate cups, Abyssal sticks, Pyre pi..., Pyre pies...Pyre... Ugh, Hey guys, has anyone seen my Pyre pies?"""
Trick_or_Treat_Talus_voice_lines,"  ""Don't tell my mom I'm on this thing!"""
Trick_or_Treat_Talus_voice_lines,"  ""Hey! Who's gonna help me down?"""
Trick_or_Treat_Talus_voice_lines,"  ""Jaw breakers!"""
Trick_or_Treat_Talus_voice_lines,"  ""Peanut butter upper!"""
Trick_or_Treat_Talus_voice_lines,"  ""Sugar rush."""
Trick_or_Treat_Talus_voice_lines,"  ""Hmmwatatata."""
Trick_or_Treat_Talus_voice_lines,"  ""Ding-dong."""
Trick_or_Treat_Talus_voice_lines,"  ""Later."""
Trick_or_Treat_Talus_voice_lines,"  ""HUUUUUUAAAAARRRGGHH"" (enemy/self)"
Trick_or_Treat_Talus_voice_lines,"  ""You should never hurt my friends."" (Friendly)"
Trick_or_Treat_Talus_voice_lines,"  ""Hold on."""
Trick_or_Treat_Talus_voice_lines,"  ""Just wait."""
Trick_or_Treat_Talus_voice_lines,"  ""Ow-ow-ow."""
Trick_or_Treat_Talus_voice_lines,"  ""I am telling my mom."""
Trick_or_Treat_Talus_voice_lines,"  ""Too much candy."""
Trick_or_Treat_Talus_voice_lines,"  ""Bed time."""
Trick_or_Treat_Talus_voice_lines,"  ""Not cool."" (Androxus)"
Trick_or_Treat_Talus_voice_lines,"  ""Gotta be the first to get the best candy."""
Trick_or_Treat_Talus_voice_lines,"  ""Rawr!"""
Trick_or_Treat_Talus_voice_lines,"  ""Too slow."""
Trick_or_Treat_Talus_voice_lines,"  ""You're it."""
Trick_or_Treat_Talus_voice_lines,"  ""Don't make me tip you over!"" (Makoa)"
Trick_or_Treat_Talus_voice_lines,"  ""Is that an Ares cosplay?"" (Fernando)"
Trick_or_Treat_Talus_voice_lines,"  ""Come on, there's more to score!"""
Trick_or_Treat_Talus_voice_lines,"  ""That was so cool!"""
Trick_or_Treat_Talus_voice_lines,"  ""They're on the objective."""
Trick_or_Treat_Talus_voice_lines,"  ""Don't let them get the objective."""
Trick_or_Treat_Talus_voice_lines,"  ""What a fun night! I got so much stuff! Lets do it again."""
Trick_or_Treat_Talus_voice_lines,"  ""All that candy is ours! let's eat it all tonight."""
Trick_or_Treat_Talus_voice_lines,"  ""Woah, that was so cool, show me how you did that."""
Trick_or_Treat_Talus_voice_lines,"  ""Haha. They were pretty good. Wanna' see if they can play tomorrow?"""
Trick_or_Treat_Talus_voice_lines,"  ""Trick or treat!... Just kidding, you're getting the trick!"""
Trick_or_Treat_Talus_voice_lines,"  ""Nene-nene-nene, you can't catch me!"""
Trick_or_Treat_Talus_voice_lines,"  ""ROAR. I AM DROGOZ. *ROAR*."""
Trick_or_Treat_Talus_voice_lines,"  ""What's a ghost's favorite food? Boo-berries."""
Trick_or_Treat_Talus_voice_lines,"  ""Why don't mummies take time-off? They're afraid to unwind."""
Trick_or_Treat_Talus_voice_lines,"  ""Why did the vampire need mouth wash? Because he had bat breath."""
